news_content,news_source,news_time,news_title
" 图为闫民父子在修复古兵器。本报记者 赵元君 摄  
 
  本报记者 赵元君 
 晓战随金鼓，宵眠抱玉鞍。愿将腰下剑，直为斩楼兰。一首塞下曲，说不完的金戈铁马，道不尽的壮志豪情，如今曾经的兵戈利器早已锈蚀斑斑。古兵器修复师闫民，凭借一手驰名... ...

								",,2019.02.28,为古兵器重塑新生---——走近省会“古兵神医”
" 本报讯（记者 胡雁冰）近日灵寿县公安局网警在工作中发现，有网民在快手App上发布一段内容为灵寿县城区联勤执行武装巡逻的视频片段，其中一位昵称为“蓝色绅士”的网民在该视频下评论区公然发表了对民警执法执勤进行侮辱的语言文字，社会影响恶劣。 
 ... ...

								",,2019.02.28,一网民公然辱警被拘
" （上接第一版） 
 二、坚定政治信仰 
 加强党的政治建设，必须坚持马克思主义指导地位，坚持用习近平新时代中国特色社会主义思想武装全党、教育人民，夯实思想根基，牢记初心使命，凝聚同心共筑中国梦的磅礴力量。 
 （一）坚持用党的科学理论武装头... ...

								",,2019.02.28,中共中央关于加强党的政治建设的意见
" 本报讯 （记者 张晓娟） 日前，由甄子丹主演的最新动作电影《叶问4》在香港“叶问馆”举行了一场特别的发布会。片中，甄子丹将打进美国海军陆战队，用正宗的咏春，向世界证明中国功夫。 
 从2008年第一部《叶问》的问世，到如今，《叶问》系列电影... ...

								",,2019.03.22,十年相伴《叶问4》迎来最终章---甄子丹打进美国海军陆战队
" 本报讯 （记者 刘真） 就在国家队备战中国杯的同时，本周五，中国国奥队也将在荷兰籍主教练希丁克的带领下迎来重要的赛事——U23亚洲杯赛预选赛。只有闯过这关，中国国奥才能获得冲击2020年东京奥运会男足比赛的资格。这也是希丁克执教国奥半年以来... ...

								",,2019.03.21,国奥闯关 东京奥运第一战
" 本报讯 （记者 祁鹏娜） 近日，中宣部、财政部、文化和旅游部、国家文物局公布了第一批革命文物保护利用片区分县名单，我市的井陉矿区、鹿泉区、井陉县等8个县（区）入选。 
 这次公布的第一批革命文物保护利用片区包括15个片区，主要包括土地革命战... ...

								",,2019.03.21,我市鹿泉区等8个县（区）入选
" 3月20日，在日本埼玉举行的2019年花样滑冰世界锦标赛女子单人滑短节目比赛中，俄罗斯选手扎吉托娃以82.08分的成绩位列第一。图为扎吉托娃在短节目比赛中。新华社发 ...

								",,2019.03.21,俄罗斯选手扎吉托娃以82.08分的成绩位列第一
" NBA 
 雄鹿顶翻湖人 
 3月19日，在2018-2019赛季NBA常规赛中，密尔沃基雄鹿队主场以115比101战胜洛杉矶湖人队。图为湖人队球员麦基（左）在比赛中防守雄鹿队球员洛佩兹。新华社发 ...

								",,2019.03.21,雄鹿顶翻湖人
" 中山国虽然是一个千乘之国，却曾经出兵征伐战国时期的强国——燕国，并且获得大胜，占领了燕国数十座城池，缴获了大量的战利品，这又是一段什么样的历史故事呢？ 
 与中山王 同时代的燕国国君是燕易王哙，他崇信禅让之说，在臣子苏代、鹿毛寿的鼓动下，于... ...

								",,2019.03.21,中山大败燕国
" 本报讯 （首席记者 齐广君） 3月21日，我市召开基层党建工作述职评议会议。省委常委、市委书记邢国辉主持会议并讲话。市委副书记、市长邓沛然，市委副书记李德进，市人大常委会主任司存喜，市政协主席刘明轩出席会议。省委组织部有关负责同志到会指导。... ...

								",,2019.03.22,认真履行管党治党政治责任 全面提升基层党组织建设工作质量---邓沛然李德进司存喜刘明轩出席
" 本报讯 （记者 张静雯） 3月20日，2018年度全国文明城市测评成绩和排名在中国文明网公布，我市在28个省会(首府)、副省级全国文明城市中排名第5位，在21日公布的2018年未成年人思想道德建设工作年度测评结果中，我市在28个省会(首府)... ...

								",,2019.03.22,位列第五受中央文明办通报表扬
" 继续推行招生指标分配改革 
 考试形式既有闭卷也有开卷 
 不得以任何形式按中考成绩排名 
 对军人子女等优抚对象加分照顾 
 2 
 版 ...

								",,2019.03.22,2019中考政策出台
" 自农村转战城市，从以打仗赢得战略优势，到团结和动员社会各阶层建设好城市、发展好经济，1949年的那个春天，摆在毛泽东和中共中央面前的是一张全新的城市“考卷”。 
 至今，让保定人民津津乐道的，不只是老一辈革命家的传奇轶事，还有“赶考”途中，... ...

								",,2019.03.22,一张全新的城市“考卷”
" ...就城市灵魂的决心和行动。 
  本报记者 张静雯 
 
 在创建全国文明城市的征程上，",,2019.03.28,文明铸就城市灵魂---——我市以创建“文明城市”升华“城市文明”
 本报讯（记者 王 静）3月26日，市人社局在工商银行,,2019.03.28,把惠民政策送到市民身边
" （上接第一版）明确承办处室职权范围可答复批复事项，由原来6个工作日缩短为3个工作日办结；需书记会集体研究决策的事项由原来10个工作日缩短为5个工作日办结。 
 抓效能评议，凝聚干事创业合力。先后2次召开市重点工作牵头单位协调会，3次召开效能... ...

								",,2019.03.28,延时错时提升政务服务水平
" 本报讯 （首席记者 靳晓磊）《施工场地扬尘排放标准》已经省政府批准，将于4月1日实施。3月21日，省生态环境厅、省市场监督管理局联合召开新闻发布会，对该《标准》进行了发布和解读。 
 近年来，我省大气污染综合治理取得明显成效，但形势依然严峻... ...

								",,2019.03.22,打好扬尘面源污染综合治理攻坚战---《施工场地扬尘排放标准》将于4月1日起实施
" 本报首席记者 李云萍  
 
 3月21日，省教育厅就河北省2019年初中毕业与升学考试和普通高中招生工作发布通知。通知指出，初中毕业生升学文化课考试仍定在6月21日、22日进行，考试科目为6科。同时，继续清理和规范中考加分项目，从2018... ...

								",,2019.03.22,河北2019中考政策公布---文科综合为全开卷考试 往届生不得报考普通高中
" 新华社罗马3月21日电 （记者 沈忠浩）由中国中央广播电视总台创作并译制的系列视频《平“语”近人——习近平喜欢的典故》（意大利语版）21日起在意大利开播上线，并在全球意大利语国家和地区同步播出。 
 当天，这部系列视频作品在意大利梅地亚塞特... ...

								",,2019.03.23,《平“语”近人——习近平喜欢的典故》 （意大利语版）开播上线
" （上接第一版）及时救治伤员，做好善后工作，切实维护社会稳定。要加强监测预警，防控发生环境污染，严防发生次生灾害。要尽快查明事故原因，及时发布权威信息，加强舆情引导。习近平强调，近期一些地方接连发生重大安全事故，各地和有关部门要深刻吸取教训，... ...

								",,2019.03.23,全力抢险救援深刻吸取教训 坚决防范重特大事故发生
" 新华社北京3月22日电 （记者 安蓓）中国政府网22日公布《国务院办公厅关于调整2019年劳动节假期安排的通知》，经国务院批准，2019年劳动节放假安排调整为2019年5月1日至4日，共4天。4月28日（星期日）、5月5日（星期日）上班。 ... ...

								",,2019.03.23,今年“五一”放假安排调整为5月1日至4日
 ...市教育考试院日前公布《2019年中考报名工作安排意见》。今年，,,2019.03.23,外地户口考生不可报普通高中
" ...了部分县（市、区）工业经济首季“开门红”工作。 
 蒋文红一行先后来到",,2019.03.23,确保工业经济实现首季“开门红”
" 本报讯 （记者 刘立芳 实习记者 李坤晓）3月22日，市水利局联合省水利厅等在鹿泉区市政广场开展了“世界水日”、“中国水周”宣传活动，吸引了广大市民前来参与。 
 今年3月22日是第27届“世界水日”，3月22-28日是第32届“中国水周”... ...

								",,2019.03.23,“世界水日”“中国水周”宣传活动举行
" 本报讯 （记者 刘立芳）“谁知盘中餐，粒粒皆辛苦”“俭以养德”“一粥一饭，当思来之不易”“倡导‘光盘’、拒绝浪费”……随着餐饮行业和广大市民节约意识的提高，我市“光盘行动”氛围日渐浓厚，越来越多的市民自觉加入到“光盘行动”中，理性消费、节俭... ...

								",,2019.03.23,“光盘行动”融入市民日常生活
" 本报讯 （记者 杜倩倩）近日，我市出台《2019年农村“厕所革命”专项行动工作方案》。《方案》明确，2019年，我市完成农村厕所改造总任务量25万座，全市卫生厕所普及率达到85%以上。到2020年，城市近郊区厕所粪污得到有效处理或资源化利用... ...

								",,2019.03.23,全年将完成农村厕所改造25万座
" （上接第一版） 
 
 “赶考”是绘就高质量发展历史长卷 
 
 前进路上，“赶考”在继续，答卷会刷新。 
 2013年7月11日，习近平总书记来到“赶考”始发地西柏坡，在同县乡村干部和群众座谈时郑重地说：“从实现‘两个一百年’目标到实现中... ...

								",,2019.03.23,历史性“赶考”的崭新答卷
" （上接第一版）毛泽东说过：“人民，只有人民，才是创造世界历史的动力。”从抗日战争、解放战争，再到进京“赶考”、建设新中国，我们党始终把人民放在心中最高位置，鲜红的党旗上始终铭刻着“人民”二字。 
 这一点，在另一段有关“赶考”的文字记载中，... ...

								",,2019.03.23,一以贯之书写民心“答卷”
" 新华社罗马3月22日电 国家主席习近平22日在罗马同意大利总统马塔雷拉举行会谈。两国元首一致同意，从战略高度和长远角度牢牢把握中意关系发展大方向，携手推动中意全面战略伙伴关系在新时期得到更大发展。 
 习近平指出，中意都是拥有灿烂文化的文明... ...

								",,2019.03.23,习近平同意大利总统马塔雷拉举行会谈---两国元首一致同意，从战略高度和长远角度牢牢把握中意关系发展大方向
